mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_random_forest__max_depth,param_random_forest__max_features,param_random_forest__min_samples_leaf,param_random_forest__min_samples_split,param_random_forest__n_estimators,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0.4792795181274414,0.0,0.02182912826538086,0.0,,sqrt,1,2,300,"{'random_forest__max_depth': None, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 1, 'random_forest__min_samples_split': 2, 'random_forest__n_estimators': 300}",-2.121488160113333,-2.121488160113333,0.0,84
0.7865622043609619,0.0,0.02762460708618164,0.0,,sqrt,1,2,500,"{'random_forest__max_depth': None, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 1, 'random_forest__min_samples_split': 2, 'random_forest__n_estimators': 500}",-2.107286603758758,-2.107286603758758,0.0,70
1.291994333267212,0.0,0.0440366268157959,0.0,,sqrt,1,2,800,"{'random_forest__max_depth': None, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 1, 'random_forest__min_samples_split': 2, 'random_forest__n_estimators': 800}",-2.0941397465951113,-2.0941397465951113,0.0,45
0.4443018436431885,0.0,0.018252849578857422,0.0,,sqrt,1,4,300,"{'random_forest__max_depth': None, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 1, 'random_forest__min_samples_split': 4, 'random_forest__n_estimators': 300}",-2.137624187820081,-2.137624187820081,0.0,93
0.7023284435272217,0.0,0.02634143829345703,0.0,,sqrt,1,4,500,"{'random_forest__max_depth': None, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 1, 'random_forest__min_samples_split': 4, 'random_forest__n_estimators': 500}",-2.13103282906334,-2.13103282906334,0.0,92
1.1237883567810059,0.0,0.04154777526855469,0.0,,sqrt,1,4,800,"{'random_forest__max_depth': None, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 1, 'random_forest__min_samples_split': 4, 'random_forest__n_estimators': 800}",-2.10237987249696,-2.10237987249696,0.0,61
0.39984989166259766,0.0,0.018864870071411133,0.0,,sqrt,1,8,300,"{'random_forest__max_depth': None, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 1, 'random_forest__min_samples_split': 8, 'random_forest__n_estimators': 300}",-2.0495927188932943,-2.0495927188932943,0.0,6
0.6644871234893799,0.0,0.02634453773498535,0.0,,sqrt,1,8,500,"{'random_forest__max_depth': None, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 1, 'random_forest__min_samples_split': 8, 'random_forest__n_estimators': 500}",-2.073364079585179,-2.073364079585179,0.0,21
1.0654573440551758,0.0,0.0416254997253418,0.0,,sqrt,1,8,800,"{'random_forest__max_depth': None, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 1, 'random_forest__min_samples_split': 8, 'random_forest__n_estimators': 800}",-2.0743849556522305,-2.0743849556522305,0.0,23
0.42133665084838867,0.0,0.017888307571411133,0.0,,sqrt,2,2,300,"{'random_forest__max_depth': None, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 2, 'random_forest__min_samples_split': 2, 'random_forest__n_estimators': 300}",-2.1017644939749687,-2.1017644939749687,0.0,58
0.6857583522796631,0.0,0.030330896377563477,0.0,,sqrt,2,2,500,"{'random_forest__max_depth': None, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 2, 'random_forest__min_samples_split': 2, 'random_forest__n_estimators': 500}",-2.1065631110519853,-2.1065631110519853,0.0,68
1.0952625274658203,0.0,0.039628028869628906,0.0,,sqrt,2,2,800,"{'random_forest__max_depth': None, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 2, 'random_forest__min_samples_split': 2, 'random_forest__n_estimators': 800}",-2.1076116205197533,-2.1076116205197533,0.0,71
0.4263010025024414,0.0,0.017835140228271484,0.0,,sqrt,2,4,300,"{'random_forest__max_depth': None, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 2, 'random_forest__min_samples_split': 4, 'random_forest__n_estimators': 300}",-2.1017644939749687,-2.1017644939749687,0.0,58
0.7115817070007324,0.0,0.03803396224975586,0.0,,sqrt,2,4,500,"{'random_forest__max_depth': None, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 2, 'random_forest__min_samples_split': 4, 'random_forest__n_estimators': 500}",-2.1065631110519853,-2.1065631110519853,0.0,68
1.296266794204712,0.0,0.04668021202087402,0.0,,sqrt,2,4,800,"{'random_forest__max_depth': None, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 2, 'random_forest__min_samples_split': 4, 'random_forest__n_estimators': 800}",-2.1076116205197533,-2.1076116205197533,0.0,71
0.4362959861755371,0.0,0.018293380737304688,0.0,,sqrt,2,8,300,"{'random_forest__max_depth': None, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 2, 'random_forest__min_samples_split': 8, 'random_forest__n_estimators': 300}",-2.172543800043454,-2.172543800043454,0.0,106
0.6559395790100098,0.0,0.03371381759643555,0.0,,sqrt,2,8,500,"{'random_forest__max_depth': None, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 2, 'random_forest__min_samples_split': 8, 'random_forest__n_estimators': 500}",-2.160590801404996,-2.160590801404996,0.0,104
2.430427074432373,0.0,0.17552471160888672,0.0,,sqrt,2,8,800,"{'random_forest__max_depth': None, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 2, 'random_forest__min_samples_split': 8, 'random_forest__n_estimators': 800}",-2.140107697794427,-2.140107697794427,0.0,97
