mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_random_forest__max_depth,param_random_forest__max_features,param_random_forest__min_samples_leaf,param_random_forest__min_samples_split,param_random_forest__n_estimators,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0.45366978645324707,0.0,0.01656508445739746,0.0,,sqrt,1,2,300,"{'random_forest__max_depth': None, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 1, 'random_forest__min_samples_split': 2, 'random_forest__n_estimators': 300}",-2.100125485658805,-2.100125485658805,0.0,33
0.7430145740509033,0.0,0.024642467498779297,0.0,,sqrt,1,2,500,"{'random_forest__max_depth': None, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 1, 'random_forest__min_samples_split': 2, 'random_forest__n_estimators': 500}",-2.082559437028983,-2.082559437028983,0.0,9
1.1816768646240234,0.0,0.03675532341003418,0.0,,sqrt,1,2,800,"{'random_forest__max_depth': None, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 1, 'random_forest__min_samples_split': 2, 'random_forest__n_estimators': 800}",-2.0856505536321603,-2.0856505536321603,0.0,14
0.4080374240875244,0.0,0.014360189437866211,0.0,,sqrt,1,4,300,"{'random_forest__max_depth': None, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 1, 'random_forest__min_samples_split': 4, 'random_forest__n_estimators': 300}",-2.0973927895373117,-2.0973927895373117,0.0,26
0.6745376586914062,0.0,0.0234529972076416,0.0,,sqrt,1,4,500,"{'random_forest__max_depth': None, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 1, 'random_forest__min_samples_split': 4, 'random_forest__n_estimators': 500}",-2.095536101377712,-2.095536101377712,0.0,23
1.0905303955078125,0.0,0.03647303581237793,0.0,,sqrt,1,4,800,"{'random_forest__max_depth': None, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 1, 'random_forest__min_samples_split': 4, 'random_forest__n_estimators': 800}",-2.083030172191183,-2.083030172191183,0.0,10
0.3787360191345215,0.0,0.015251636505126953,0.0,,sqrt,1,8,300,"{'random_forest__max_depth': None, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 1, 'random_forest__min_samples_split': 8, 'random_forest__n_estimators': 300}",-2.1422979574723584,-2.1422979574723584,0.0,92
0.6253437995910645,0.0,0.023665428161621094,0.0,,sqrt,1,8,500,"{'random_forest__max_depth': None, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 1, 'random_forest__min_samples_split': 8, 'random_forest__n_estimators': 500}",-2.123156386060253,-2.123156386060253,0.0,72
1.006639003753662,0.0,0.03587007522583008,0.0,,sqrt,1,8,800,"{'random_forest__max_depth': None, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 1, 'random_forest__min_samples_split': 8, 'random_forest__n_estimators': 800}",-2.1162990201767395,-2.1162990201767395,0.0,60
0.38257384300231934,0.0,0.015399932861328125,0.0,,sqrt,2,2,300,"{'random_forest__max_depth': None, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 2, 'random_forest__min_samples_split': 2, 'random_forest__n_estimators': 300}",-2.1489445872658455,-2.1489445872658455,0.0,101
0.6385412216186523,0.0,0.024140119552612305,0.0,,sqrt,2,2,500,"{'random_forest__max_depth': None, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 2, 'random_forest__min_samples_split': 2, 'random_forest__n_estimators': 500}",-2.1076030622504134,-2.1076030622504134,0.0,45
1.0146362781524658,0.0,0.03543281555175781,0.0,,sqrt,2,2,800,"{'random_forest__max_depth': None, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 2, 'random_forest__min_samples_split': 2, 'random_forest__n_estimators': 800}",-2.1165715941814955,-2.1165715941814955,0.0,61
0.3867838382720947,0.0,0.015404462814331055,0.0,,sqrt,2,4,300,"{'random_forest__max_depth': None, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 2, 'random_forest__min_samples_split': 4, 'random_forest__n_estimators': 300}",-2.1489445872658455,-2.1489445872658455,0.0,101
0.6425013542175293,0.0,0.025264739990234375,0.0,,sqrt,2,4,500,"{'random_forest__max_depth': None, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 2, 'random_forest__min_samples_split': 4, 'random_forest__n_estimators': 500}",-2.1076030622504134,-2.1076030622504134,0.0,45
1.0231974124908447,0.0,0.03657698631286621,0.0,,sqrt,2,4,800,"{'random_forest__max_depth': None, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 2, 'random_forest__min_samples_split': 4, 'random_forest__n_estimators': 800}",-2.1165715941814955,-2.1165715941814955,0.0,61
0.35648345947265625,0.0,0.014030933380126953,0.0,,sqrt,2,8,300,"{'random_forest__max_depth': None, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 2, 'random_forest__min_samples_split': 8, 'random_forest__n_estimators': 300}",-2.1084328262560397,-2.1084328262560397,0.0,48
0.6220033168792725,0.0,0.02318429946899414,0.0,,sqrt,2,8,500,"{'random_forest__max_depth': None, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 2, 'random_forest__min_samples_split': 8, 'random_forest__n_estimators': 500}",-2.1042203205387056,-2.1042203205387056,0.0,43
0.9540896415710449,0.0,0.03510546684265137,0.0,,sqrt,2,8,800,"{'random_forest__max_depth': None, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 2, 'random_forest__min_samples_split': 8, 'random_forest__n_estimators': 800}",-2.099716140941406,-2.099716140941406,0.0,32
0.40851259231567383,0.0,0.015628814697265625,0.0,,log2,1,2,300,"{'random_forest__max_depth': None, 'random_forest__max_features': 'log2', 'random_forest__min_samples_leaf': 1, 'random_forest__min_samples_split': 2, 'random_forest__n_estimators': 300}",-2.069005170284641,-2.069005170284641,0.0,2
0.671412467956543,0.0,0.023625850677490234,0.0,,log2,1,2,500,"{'random_forest__max_depth': None, 'random_forest__max_features': 'log2', 'random_forest__min_samples_leaf': 1, 'random_forest__min_samples_split': 2, 'random_forest__n_estimators': 500}",-2.102672077651633,-2.102672077651633,0.0,39
1.073349952697754,0.0,0.03818917274475098,0.0,,log2,1,2,800,"{'random_forest__max_depth': None, 'random_forest__max_features': 'log2', 'random_forest__min_samples_leaf': 1, 'random_forest__min_samples_split': 2, 'random_forest__n_estimators': 800}",-2.1196489841639345,-2.1196489841639345,0.0,69
0.37372803688049316,0.0,0.01587843894958496,0.0,,log2,1,4,300,"{'random_forest__max_depth': None, 'random_forest__max_features': 'log2', 'random_forest__min_samples_leaf': 1, 'random_forest__min_samples_split': 4, 'random_forest__n_estimators': 300}",-2.1391483366315978,-2.1391483366315978,0.0,87
0.6118931770324707,0.0,0.023417949676513672,0.0,,log2,1,4,500,"{'random_forest__max_depth': None, 'random_forest__max_features': 'log2', 'random_forest__min_samples_leaf': 1, 'random_forest__min_samples_split': 4, 'random_forest__n_estimators': 500}",-2.145152079625895,-2.145152079625895,0.0,100
0.9854745864868164,0.0,0.03654074668884277,0.0,,log2,1,4,800,"{'random_forest__max_depth': None, 'random_forest__max_features': 'log2', 'random_forest__min_samples_leaf': 1, 'random_forest__min_samples_split': 4, 'random_forest__n_estimators': 800}",-2.134018060309705,-2.134018060309705,0.0,83
0.33791375160217285,0.0,0.014400005340576172,0.0,,log2,1,8,300,"{'random_forest__max_depth': None, 'random_forest__max_features': 'log2', 'random_forest__min_samples_leaf': 1, 'random_forest__min_samples_split': 8, 'random_forest__n_estimators': 300}",-2.109482364832074,-2.109482364832074,0.0,49
0.5636754035949707,0.0,0.02153468132019043,0.0,,log2,1,8,500,"{'random_forest__max_depth': None, 'random_forest__max_features': 'log2', 'random_forest__min_samples_leaf': 1, 'random_forest__min_samples_split': 8, 'random_forest__n_estimators': 500}",-2.106090041283978,-2.106090041283978,0.0,44
0.9069924354553223,0.0,0.03529071807861328,0.0,,log2,1,8,800,"{'random_forest__max_depth': None, 'random_forest__max_features': 'log2', 'random_forest__min_samples_leaf': 1, 'random_forest__min_samples_split': 8, 'random_forest__n_estimators': 800}",-2.101927779174775,-2.101927779174775,0.0,38
0.35153818130493164,0.0,0.015019893646240234,0.0,,log2,2,2,300,"{'random_forest__max_depth': None, 'random_forest__max_features': 'log2', 'random_forest__min_samples_leaf': 2, 'random_forest__min_samples_split': 2, 'random_forest__n_estimators': 300}",-2.130438053792584,-2.130438053792584,0.0,79
0.5779201984405518,0.0,0.026151418685913086,0.0,,log2,2,2,500,"{'random_forest__max_depth': None, 'random_forest__max_features': 'log2', 'random_forest__min_samples_leaf': 2, 'random_forest__min_samples_split': 2, 'random_forest__n_estimators': 500}",-2.1435161028028875,-2.1435161028028875,0.0,95
0.9288485050201416,0.0,0.037339210510253906,0.0,,log2,2,2,800,"{'random_forest__max_depth': None, 'random_forest__max_features': 'log2', 'random_forest__min_samples_leaf': 2, 'random_forest__min_samples_split': 2, 'random_forest__n_estimators': 800}",-2.128474280948752,-2.128474280948752,0.0,76
0.355940580368042,0.0,0.015184640884399414,0.0,,log2,2,4,300,"{'random_forest__max_depth': None, 'random_forest__max_features': 'log2', 'random_forest__min_samples_leaf': 2, 'random_forest__min_samples_split': 4, 'random_forest__n_estimators': 300}",-2.130438053792584,-2.130438053792584,0.0,79
0.5779237747192383,0.0,0.024399757385253906,0.0,,log2,2,4,500,"{'random_forest__max_depth': None, 'random_forest__max_features': 'log2', 'random_forest__min_samples_leaf': 2, 'random_forest__min_samples_split': 4, 'random_forest__n_estimators': 500}",-2.1435161028028875,-2.1435161028028875,0.0,95
0.9357552528381348,0.0,0.037375688552856445,0.0,,log2,2,4,800,"{'random_forest__max_depth': None, 'random_forest__max_features': 'log2', 'random_forest__min_samples_leaf': 2, 'random_forest__min_samples_split': 4, 'random_forest__n_estimators': 800}",-2.128474280948752,-2.128474280948752,0.0,76
0.33424901962280273,0.0,0.01522064208984375,0.0,,log2,2,8,300,"{'random_forest__max_depth': None, 'random_forest__max_features': 'log2', 'random_forest__min_samples_leaf': 2, 'random_forest__min_samples_split': 8, 'random_forest__n_estimators': 300}",-2.125912702478943,-2.125912702478943,0.0,75
0.5535943508148193,0.0,0.022530555725097656,0.0,,log2,2,8,500,"{'random_forest__max_depth': None, 'random_forest__max_features': 'log2', 'random_forest__min_samples_leaf': 2, 'random_forest__min_samples_split': 8, 'random_forest__n_estimators': 500}",-2.087277956907452,-2.087277956907452,0.0,17
0.8647074699401855,0.0,0.036330461502075195,0.0,,log2,2,8,800,"{'random_forest__max_depth': None, 'random_forest__max_features': 'log2', 'random_forest__min_samples_leaf': 2, 'random_forest__min_samples_split': 8, 'random_forest__n_estimators': 800}",-2.07805264788238,-2.07805264788238,0.0,6
0.3824732303619385,0.0,0.015546798706054688,0.0,10,sqrt,1,2,300,"{'random_forest__max_depth': 10, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 1, 'random_forest__min_samples_split': 2, 'random_forest__n_estimators': 300}",-2.1316913955221617,-2.1316913955221617,0.0,82
0.6311450004577637,0.0,0.024285078048706055,0.0,10,sqrt,1,2,500,"{'random_forest__max_depth': 10, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 1, 'random_forest__min_samples_split': 2, 'random_forest__n_estimators': 500}",-2.119247900518456,-2.119247900518456,0.0,65
