mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_random_forest__max_depth,param_random_forest__max_features,param_random_forest__min_samples_leaf,param_random_forest__min_samples_split,param_random_forest__n_estimators,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
1.116302251815796,0.0,0.02353215217590332,0.0,,sqrt,1,2,300,"{'random_forest__max_depth': None, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 1, 'random_forest__min_samples_split': 2, 'random_forest__n_estimators': 300}",-2.4655645668506248,-2.4655645668506248,0.0,76
1.8276700973510742,0.0,0.033307552337646484,0.0,,sqrt,1,2,500,"{'random_forest__max_depth': None, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 1, 'random_forest__min_samples_split': 2, 'random_forest__n_estimators': 500}",-2.4611887477215846,-2.4611887477215846,0.0,70
2.874458074569702,0.0,0.0548710823059082,0.0,,sqrt,1,2,800,"{'random_forest__max_depth': None, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 1, 'random_forest__min_samples_split': 2, 'random_forest__n_estimators': 800}",-2.4511266060115346,-2.4511266060115346,0.0,44
0.9566888809204102,0.0,0.02146744728088379,0.0,,sqrt,1,4,300,"{'random_forest__max_depth': None, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 1, 'random_forest__min_samples_split': 4, 'random_forest__n_estimators': 300}",-2.4600229195815935,-2.4600229195815935,0.0,66
1.6175193786621094,0.0,0.03672289848327637,0.0,,sqrt,1,4,500,"{'random_forest__max_depth': None, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 1, 'random_forest__min_samples_split': 4, 'random_forest__n_estimators': 500}",-2.4711988349503233,-2.4711988349503233,0.0,87
2.5472681522369385,0.0,0.046319007873535156,0.0,,sqrt,1,4,800,"{'random_forest__max_depth': None, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 1, 'random_forest__min_samples_split': 4, 'random_forest__n_estimators': 800}",-2.4652524851224005,-2.4652524851224005,0.0,75
0.87237548828125,0.0,0.019294023513793945,0.0,,sqrt,1,8,300,"{'random_forest__max_depth': None, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 1, 'random_forest__min_samples_split': 8, 'random_forest__n_estimators': 300}",-2.4640344344342906,-2.4640344344342906,0.0,73
1.475297212600708,0.0,0.02818131446838379,0.0,,sqrt,1,8,500,"{'random_forest__max_depth': None, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 1, 'random_forest__min_samples_split': 8, 'random_forest__n_estimators': 500}",-2.4602791285600705,-2.4602791285600705,0.0,67
2.413424491882324,0.0,0.05496573448181152,0.0,,sqrt,1,8,800,"{'random_forest__max_depth': None, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 1, 'random_forest__min_samples_split': 8, 'random_forest__n_estimators': 800}",-2.4480784658287233,-2.4480784658287233,0.0,35
0.9851346015930176,0.0,0.0200192928314209,0.0,,sqrt,2,2,300,"{'random_forest__max_depth': None, 'random_forest__max_features': 'sqrt', 'random_forest__min_samples_leaf': 2, 'random_forest__min_samples_split': 2, 'random_forest__n_estimators': 300}",-2.4886435852404274,-2.4886435852404274,0.0,100
